id,customer_id,building_id,unit_number,postal_code
ADDRESS_000001130,CUSTOMER_000000965,BUILDING_010,A1003,560066
ADDRESS_000001131,CUSTOMER_000000966,BUILDING_005,B201,440015
ADDRESS_000001132,CUSTOMER_000000966,BUILDING_008,A304,411038
ADDRESS_000001133,CUSTOMER_000000967,BUILDING_004,A401,440015
ADDRESS_000001134,CUSTOMER_000000967,BUILDING_006,A802,440015
ADDRESS_000001135,CUSTOMER_000000968,BUILDING_007,A1003,440010
ADDRESS_000001136,CUSTOMER_000000968,BUILDING_007,A1001,440010
ADDRESS_000001137,CUSTOMER_000000969,BUILDING_007,A1204,440010
ADDRESS_000001138,CUSTOMER_000000969,BUILDING_001,A702,440015
ADDRESS_000001139,CUSTOMER_000000970,BUILDING_004,A202,440015
ADDRESS_000001140,CUSTOMER_000000970,BUILDING_007,A202,440010
ADDRESS_000001141,CUSTOMER_000000971,BUILDING_005,B201,440015
ADDRESS_000001142,CUSTOMER_000000971,BUILDING_002,B203,440015
ADDRESS_000001143,CUSTOMER_000000972,BUILDING_002,B102,440015
ADDRESS_000001144,CUSTOMER_000000972,BUILDING_007,A902,440010
ADDRESS_000001145,CUSTOMER_000000973,BUILDING_010,A303,560066
ADDRESS_000001146,CUSTOMER_000000973,BUILDING_005,B203,440015
ADDRESS_000001147,CUSTOMER_000000974,BUILDING_004,A503,440015
ADDRESS_000001148,CUSTOMER_000000974,BUILDING_006,A902,440015
ADDRESS_000001149,CUSTOMER_000000975,BUILDING_004,A103,440015
ADDRESS_000001150,CUSTOMER_000000975,BUILDING_007,A901,440010
ADDRESS_000001151,CUSTOMER_000000976,BUILDING_008,A803,411038
ADDRESS_000001152,CUSTOMER_000000976,BUILDING_007,A203,440010
ADDRESS_000001153,CUSTOMER_000000977,BUILDING_007,A1004,440010
ADDRESS_000001154,CUSTOMER_000000977,BUILDING_007,A803,440010
ADDRESS_000001155,CUSTOMER_000000978,BUILDING_004,A201,440015
ADDRESS_000001156,CUSTOMER_000000978,BUILDING_009,A203,380009
ADDRESS_000001157,CUSTOMER_000000979,BUILDING_001,A803,440015
ADDRESS_000001158,CUSTOMER_000000979,BUILDING_010,A1504,560066
ADDRESS_000001159,CUSTOMER_000000980,BUILDING_008,A201,411038
ADDRESS_000001160,CUSTOMER_000000980,BUILDING_009,A604,380009
ADDRESS_000001161,CUSTOMER_000000981,BUILDING_001,A403,440015
ADDRESS_000001162,CUSTOMER_000000981,BUILDING_002,B203,440015
ADDRESS_000001163,CUSTOMER_000000982,BUILDING_005,B504,440015
ADDRESS_000001164,CUSTOMER_000000982,BUILDING_003,C401,440015
ADDRESS_000001165,CUSTOMER_000000983,BUILDING_004,A103,440015
ADDRESS_000001166,CUSTOMER_000000983,BUILDING_007,A204,440010
ADDRESS_000001167,CUSTOMER_000000984,BUILDING_009,A703,380009
ADDRESS_000001168,CUSTOMER_000000984,BUILDING_006,A1003,440015
ADDRESS_000001169,CUSTOMER_000000985,BUILDING_004,A302,440015
ADDRESS_000001170,CUSTOMER_000000985,BUILDING_007,A902,440010
ADDRESS_000001171,CUSTOMER_000000986,BUILDING_005,B501,440015
ADDRESS_000001172,CUSTOMER_000000986,BUILDING_005,B101,440015
ADDRESS_000001173,CUSTOMER_000000987,BUILDING_010,A401,560066
ADDRESS_000001174,CUSTOMER_000000987,BUILDING_006,A301,440015
ADDRESS_000001175,CUSTOMER_000000988,BUILDING_010,A1202,560066
ADDRESS_000001176,CUSTOMER_000000988,BUILDING_009,A303,380009
ADDRESS_000001177,CUSTOMER_000000989,BUILDING_002,B401,440015
ADDRESS_000001178,CUSTOMER_000000989,BUILDING_003,C101,440015
ADDRESS_000001179,CUSTOMER_000000990,BUILDING_007,A1001,440010
ADDRESS_000001180,CUSTOMER_000000990,BUILDING_008,A401,411038
ADDRESS_000001181,CUSTOMER_000000991,BUILDING_010,A302,560066
ADDRESS_000001182,CUSTOMER_000000991,BUILDING_001,A804,440015
ADDRESS_000001183,CUSTOMER_000000992,BUILDING_004,A402,440015
ADDRESS_000001184,CUSTOMER_000000992,BUILDING_007,A1002,440010
ADDRESS_000001185,CUSTOMER_000000993,BUILDING_005,B601,440015
ADDRESS_000001186,CUSTOMER_000000993,BUILDING_008,A604,411038
ADDRESS_000001187,CUSTOMER_000000994,BUILDING_004,A102,440015
ADDRESS_000001188,CUSTOMER_000000994,BUILDING_005,B503,440015
ADDRESS_000001189,CUSTOMER_000000995,BUILDING_010,A1303,560066
ADDRESS_000001190,CUSTOMER_000000995,BUILDING_002,B104,440015
ADDRESS_000001191,CUSTOMER_000000996,BUILDING_004,A301,440015
ADDRESS_000001192,CUSTOMER_000000996,BUILDING_001,A802,440015
ADDRESS_000001193,CUSTOMER_000000997,BUILDING_007,A804,440010
ADDRESS_000001194,CUSTOMER_000000997,BUILDING_008,A704,411038
ADDRESS_000001195,CUSTOMER_000000998,BUILDING_001,A201,440015
ADDRESS_000001196,CUSTOMER_000000998,BUILDING_004,A203,440015
ADDRESS_000001197,CUSTOMER_000000999,BUILDING_005,B104,440015
ADDRESS_000001198,CUSTOMER_000000999,BUILDING_008,A203,411038
ADDRESS_000001199,CUSTOMER_000001000,BUILDING_004,A302,440015
ADDRESS_000001200,CUSTOMER_000001000,BUILDING_005,B404,440015
